"I/E",ccc,serial,"tax number",name,area,address,phone,109i,109e,108i,108e,107i,107e,106i,106e,105i,105e
I,8523,1,"27760566",二六八國際音樂有限公司,臺北市,臺北市大安區新生南路１段１３９巷１２號１樓,"02-27005310",L,M,L,M,L,M,L,M,L,M
I,8523,2,"28874829",高詮國際有限公司,臺中市,臺中市南屯區永定里７鄰龍富１５路２５號４樓之２　,"04-23821488",L,M,J,L,K,L,K,L,L,L
I,8523,3,"16610746",台員多媒體股份有限公司,新北市,新北市林口區信義路９９號９樓,"02-85118888",L,M,L,M,L,M,K,M,L,M
I,8523,4,"12617331",智識家資訊有限公司,新北市,新北市三重區重新路５段６３９之１號６樓,"02-29993677",L,M,L,M,L,M,L,M,M,M
I,8523,5,"23678926",七駿科技股份有限公司,臺中市,臺中市西屯區協和里工業區１路９８－１１０號,"886-4-23597000",I,I,E,E,G,E,G,E,I,F
I,8523,6,"54012524",貝朵納國際有限公司,新北市,新北市新店區新坡一街１８巷６弄６號１樓,"0928420168",L,M,L,M,L,M,L,M,L,M
I,8523,7,"28669453",台灣瑞阩科技股份有限公司,臺北市,臺北市北投區北投路２段１１號２樓,"02-28985120",L,M,M,M,M,M,M,M,M,M
I,8523,8,"53113073",研揚科技股份有限公司,新北市,新北市新店區寶橋路２３５巷１３５號５樓,"02-89191234#303",H,A,D,A,B,A,A,A,A,A
I,8523,9,"12698468",冠諠實業有限公司,臺北市,臺北市萬華區興寧街９號２樓,"02-22190369",M,M,L,L,L,M,L,L,L,L
I,8523,10,"22522313",艾波比股份有限公司,臺北市,臺北市內湖區基湖路１８號１０樓,"02-87516090",A,L,A,J,A,K,A,I,A,I
I,8523,11,"30961216",美商亞培股份有限公司台灣分公司,臺北市,臺北市中山區民生東路３段５１號６樓及４９號５樓、６樓,"02-2505-0828",A,L,A,L,A,M,A,M,A,M
I,8523,12,"27967047",台灣雅培醫療器材有限公司,臺北市,臺北市內湖區瑞光路４０７號５樓,"02-27978998",D,M,A,M,A,L,A,M,A,L
I,8523,13,"53653958",瑞士商艾伯維藥品有限公司台灣分公司,臺北市,臺北市中山區民生東路３段４９、５１號１５樓,"02-25039818",A,L,A,L,A,L,A,L,A,L
I,8523,14,"70722058",浩碩科技股份有限公司,桃園市,桃園市中壢區自強一路１１號,"03-4628567",L,I,J,F,J,E,K,D,J,G
I,8523,15,"16130774",兆勁科技股份有限公司竹南分公司,苗栗縣,苗栗縣竹南鎮公義里友義路七七號,"037-580777",B,A,A,A,B,A,C,A,G,A
I,8523,16,"12206203",銘旺科技股份有限公司,桃園市,桃園市中壢區自強四路９號,"03-452-6136",J,L,J,L,K,M,K,M,K,L
I,8523,17,"86386290",歐科商業電訊股份有限公司,臺北市,臺北市南港區三重路１９之１３號８樓,"02-26550198",L,M,J,L,J,M,J,L,J,M
I,8523,18,"23298762",龍庭資訊有限公司,臺北市,臺北市南港區福德街３７３巷４５號１０樓,"02-26542133",L,M,L,M,L,M,L,M,L,M
I,8523,19,"53047790",群昱股份有限公司,臺北市,臺北市中正區忠孝東路１段８６號３樓之５,"02-23560269",L,M,L,M,L,M,L,M,L,M
I,8523,20,"28901889",台灣東京精密股份有限公司,新竹縣,新竹縣竹北市中和街１９９號２樓,"03-5531300",A,M,A,L,A,L,A,L,A,L
I,8523,21,"22099287",智邦科技股份有限公司,新竹巿,新竹巿科學園區研新三路１號,"03-5770270",A,A,A,A,A,A,A,A,A,A
I,8523,22,"12486062",羅昇企業股份有限公司,新北市,新北市三重區光復路１段８３巷７號２樓,"02-29958400",K,L,I,L,I,L,H,L,I,L
I,8523,23,"65406756",艾司博得有限公司,新北市,新北市新莊區新崑路141號10樓,"02-26841138",L,L,L,L,L,K,K,L,L,L
I,8523,24,"22976047",聚隆纖維股份有限公司,彰化縣,彰化縣埔鹽鄉永樂村番金路９４號,"04-7638869",I,A,C,A,G,A,A,A,G,A
I,8523,25,"20828393",宏碁股份有限公司,臺北市,臺北市松山區復興北路３６９號７樓之５,"02-26963131",A,K,A,G,A,H,A,D,A,C
I,8523,26,"70401936",鉅盛國際實業有限公司,高雄市,高雄市鼓山區中華一路８２０號５樓,"07-3486966",L,M,L,L,K,M,K,M,K,M
I,8523,27,"24472628",蓓蕾莉生技有限公司,臺北市,臺北市內湖區瑞光路３１６巷５６號２樓,"02-26572100",L,M,L,M,L,M,L,M,L,M
I,8523,28,"28637988",艾可米科技有限公司,新北市,新北市永和區永和路２段１４７號７樓之３,"02-29237929",L,M,I,L,H,L,F,L,H,L
I,8523,29,"97469108",慶旺科技股份有限公司,新北市,新北市五股區五權三路２５號５樓,"02-22983636",L,J,L,I,L,H,L,H,L,H
I,8523,30,"80180428",承偉國際股份有限公司,新北市,新北市中和區建一路１５０號１０樓,"02-77315188",A,F,A,A,A,B,A,F,H,J
I,8523,31,"53250863",亞克儀器股份有限公司,高雄市,高雄市三民區九如一路５０２號１０樓之２,"07-9738888",L,M,L,M,J,M,J,M,L,M
I,8523,32,"24660184",穎立科技有限公司,高雄市,高雄市左營區博愛四路２號１１樓之２,"07-3501899",L,M,L,M,K,M,L,L,L,M
I,8523,33,"54042533",豐悅國際有限公司,新北市,新北市五股區登林路８１之７號１３樓,"02-27913813",L,L,L,L,L,L,J,K,L,L
I,8523,34,"24788181",英屬維京群島商亞敦國際電子有限公司台灣分公司,新北市,新北市三重區重新路五段６０９巷１４號５樓之３,"02-29998028",J,J,H,D,H,A,I,A,J,D
I,8523,35,"80301648",愛德利亞台灣股份有限公司,臺北市,臺北市大安區忠孝東路4段142號2樓之3、2樓之4,"02-27314102",I,M,C,M,D,M,F,M,H,M
I,8523,36,"12861019",威剛科技股份有限公司,新北市,新北市中和區連城路２５８號１８樓,"02-82280886",A,A,A,A,A,A,A,A,A,A
I,8523,37,"24570542",傑新科技股份有限公司,臺北市,臺北市內湖區港墘路２００號３樓之１,"02-87973116",K,I,K,F,L,H,L,I,L,J
I,8523,38,"89601934",廣耘企業有限公司,臺北巿,臺北巿大安區新生南路３段１０之２號７樓　　　　　　　　,"02-23686355",L,L,L,K,L,K,L,K,L,K
I,8523,39,"86928099",香港商愛迪達採購有限公司台灣分公司,臺北市,臺北市內湖區基湖路３７號４樓,"02-87510055",L,M,L,M,L,M,L,M,L,M
I,8523,40,"89593343",凌華科技股份有限公司,新北市,新北市中和區建一路一六六號九樓．九樓之一．之二．之三　　,"02-82265877",A,A,A,A,A,A,A,A,A,A
I,8523,41,"86617378",環華工業股份有限公司,新北市,新北市新莊區化成路３５２巷４１號,"02-22772966",M,M,L,M,L,M,L,M,L,M
I,8523,42,"28703023",鼎精實業有限公司,臺北市,臺北市內湖區成功路３段１７４巷３３弄１２號２樓,"02-26099550",L,M,L,M,L,M,L,M,M,M
I,8523,43,"70546601",虹盛科技股份有限公司,臺北市,臺北市士林區福國路１９號１１樓,"02-28362777",L,M,L,L,L,M,L,M,L,M
I,8523,44,"70501007",智瀚科技股份有限公司,新竹縣,新竹縣新竹科學工業園區工業東九路三之二號五樓,"03-5780088",L,M,L,M,L,M,L,M,L,L
I,8523,45,"70603031",筑波科技股份有限公司,新竹縣,新竹縣竹北市台元街２８號２樓之１,"03-5525633",I,L,G,L,I,L,I,K,I,L
I,8523,46,"27364398",聯瑞科技股份有限公司,臺北市,臺北市中山區長安東路1段18號12樓,"02-25222122",K,M,I,M,D,M,C,M,H,M
I,8523,47,"16221417",品全科技有限公司,新北市,新北市新店區三民路２９巷２弄２號２樓,"02-29123678",L,M,L,M,L,M,L,M,L,M
I,8523,48,"70461666",台灣艾儀有限公司,新北市,新北市中和區中山路３段１１０號１０樓,"02-82215599",A,M,A,L,A,L,A,M,A,M
I,8523,49,"80468415",漢辰科技股份有限公司,新竹縣,新竹縣新竹科學工業園區研新一路１８號５樓,"03-5797711",D,E,C,G,A,H,A,G,D,E
I,8523,50,"27722825",鴻海光電科技有限公司,臺北市,臺北市中正區忠孝東路２段１００號７樓之６,"02-2356-8133",K,J,J,I,L,I,L,F,L,E
I,8523,51,"22721973",惠虹光電科技有限公司,臺北巿,臺北巿吉林路１４巷１８之１號２樓,"02-25373389",I,L,G,L,G,L,I,L,J,L
I,8523,52,"05595389",向弘興業股份有限公司,台中市,台中市西區五權西路１段２３７號１４樓之２,"04-2376-7629",L,G,L,B,L,A,L,A,L,B
I,8523,53,"70848839",日月光半導體製造股份有限公司中壢分公司,桃園市,桃園市中壢區復華里中華路１段５５０號,"03-4527121",A,A,A,A,A,A,A,A,A,A
I,8523,54,"76027628",日月光半導體製造股份有限公司,高雄巿,高雄巿楠梓加工出口區經三路２６號,"07-3617131",A,A,A,A,A,A,A,A,A,A
I,8523,55,"24231585",嘉世銘企業有限公司,桃園市,桃園市桃園區大興西路２段６號１１樓之３,"03-3017075",L,L,L,L,K,M,L,M,L,L
I,8523,56,"05155853",研華股份有限公司,台北巿,台北巿內湖區瑞光路２６巷２０弄１號,"02-27927818",A,A,A,A,A,A,A,A,A,A
I,8523,57,"23527977",愛德萬測試股份有限公司,新竹縣,新竹縣湖口鄉新竹工業區光復路１５號,"03-5975811",A,L,A,J,A,J,A,K,A,L
I,8523,58,"24350765",翔翼通訊股份有限公司,臺北市,臺北市中正區館前路６號９樓之１,"02-77303111",L,L,L,L,L,L,L,M,L,M
I,8523,59,"53005026",美商艾羅德克有限公司台灣分公司,新北市,新北市中和區板南路４９６號５樓,"02-87516690",L,M,L,M,L,M,L,M,L,L
I,8523,60,"97324075",利翔航太電子股份有限公司,新竹巿,新竹巿新竹科學工業園區研發二路３０號２樓,"03-5643912-2171",L,J,I,D,J,E,I,D,K,F
I,8523,61,"70518197",力景科技股份有限公司,新北市,新北市中和區中正路７１６號１４樓之６,"02-66205880",J,L,J,L,J,L,K,L,K,M
I,8523,62,"12658515",其陽科技股份有限公司,新北市,新北市汐止區大同路２段１３３號９樓,"02-86926677",L,A,J,A,J,A,K,A,J,A
I,8523,63,"27525541",富基電通股份有限公司,臺北市,臺北市南港區南港路3段48號10樓,"02-87893500",A,K,A,L,A,L,A,L,A,G
I,8523,64,"43837275",艾法怡國際有限公司,臺北市,臺北市中山區撫順街３０號,"02-25859611",L,M,L,M,L,M,L,M,M,M
I,8523,65,"27868356",優力精密工業有限公司,新竹縣,新竹縣竹北市縣政十街２０７號,"03-6571238",L,L,L,L,L,L,L,L,L,L
I,8523,66,"70756182",台灣愛克發吉華股份有限公司,臺北市,臺北市中山區松江路２３７號５樓,"02-2516-8899",H,M,F,M,F,L,E,M,F,M
I,8523,67,"50890128",亞奇雷科技股份有限公司,臺北市,臺北市內湖區堤頂大道1段33號8樓,"02-27937256",G,L,K,L,M,M,M,M,M,M
I,8523,68,"54558067",龍星顯示科技股份有限公司,臺南市,臺南市仁德區忠義一街５０號,"06-2792707",H,C,A,A,A,A,E,A,E,A
I,8523,69,"70747570",台灣安捷倫科技股份有限公司,桃園市,桃園市平鎮區高雙路２０號２樓,"03-495-9200",A,M,A,M,A,L,A,L,A,L
I,8523,70,"12973020",研想科技股份有限公司,臺北市,臺北市內湖區行愛路１４０巷２５號７樓,"02-2796-2235",L,M,L,M,L,M,L,M,L,L
I,8523,71,"23134348",鼎生興業股份有限公司,臺北巿,臺北巿萬華區和平西路３段３５６號,"02-23041999",L,M,L,M,L,M,L,M,L,M
I,8523,72,"70498690",照農實業股份有限公司,新北市,新北市新店區新生街１８巷６號１樓,"02-29179249",L,M,J,M,I,M,J,M,K,L
I,8523,73,"23757750",迪凱科技有限公司,台北市,台北市松山區南京東路五段３４３號８樓之１,"02-2749-1909",L,M,L,M,L,L,L,L,L,L
I,8523,74,"53395713",愛馨有限公司,臺中市,臺中市南區台中路８０號２樓,"0958248656",L,M,L,M,L,M,L,M,L,M
I,8523,75,"96994977",營邦企業股份有限公司,桃園市,桃園市蘆竹區新莊村大興路２０巷１９弄９號,"03-3138386",A,A,A,A,A,A,A,A,A,A
I,8523,76,"24965475",智傑國際科技有限公司,臺北市,臺北市中山區新生北路２段１２７巷１４號１樓,"0933832686",L,M,L,M,L,M,L,M,L,M
I,8523,77,"84217382",艾法科技股份有限公司,高雄市,高雄市鳳山區八德路２段２３０號,"07-7777128",L,L,L,L,L,L,L,L,L,L
I,8523,78,"11381701",亞洲航空股份有限公司,臺南市,臺南市仁德區機場路１０５０號,"06-2681911",A,K,A,H,A,I,A,J,A,K
I,8523,79,"12800055",愛思強股份有限公司,新竹市,新竹市東美路９１巷３號６樓,"03-5712678",H,L,D,L,B,L,F,L,B,L
I,8523,80,"27781751",鼎躍科技股份有限公司,臺北市,臺北市內湖區瑞光路１８８巷４６號７樓,"02-87918951",M,I,L,G,M,J,M,L,L,L
I,8523,81,"21224842",青雲國際科技股份有限公司,新北市,新北市中和區中正路７１６號６樓,"02-82273277",A,L,A,L,A,L,A,K,A,L
I,8523,82,"54392279",英屬開曼群島商世芯股份有限公司台灣分公司,臺北市,臺北市內湖區文湖街１２號９樓,"02-27992318",K,A,K,A,J,A,H,A,A,A
I,8523,83,"20916488",瑞士商愛爾康大藥廠股份有限公司台灣分公司,臺北市,臺北市中正區仁愛路２段９９號１１樓,"02-23229300",A,M,A,M,A,M,A,M,A,M
I,8523,84,"70455720",安國國際科技股份有限公司,臺北市,臺北市南港區三重路６６號９樓,"02-2653-5000",J,J,C,B,A,A,A,A,A,A
I,8523,85,"85798816",東哥企業股份有限公司,高雄市,高雄市前鎮區金福路１號　,"07-8314126",D,A,A,A,A,A,A,A,A,A
