"I/E",ccc,serial,"tax number",name,area,address,phone,109i,109e,108i,108e,107i,107e,106i,106e,105i,105e
E,7219,1,"29167268",能遠國際股份有限公司,新北市,新北市汐止區康寧街１６９巷２７號１３樓之２,"02-26923636#807",L,D,J,A,I,A,L,A,L,A
E,7219,2,"80484323",宏元不銹鋼有限公司,臺中市,臺中市大里區西湖里景庄街１８０巷１３號１樓,"04-24962060",M,M,M,L,M,L,M,L,M,M
E,7219,3,"23048977",華友貿易有限公司,台北巿,台北巿中正區博愛路１３０號４樓之１,"02-23885033",L,J,M,C,M,E,L,H,L,H
E,7219,4,"69631592",安優企業有限公司,桃園市,桃園市楊梅區中山南路５２２巷１８弄７號,"03-4750630",M,L,M,L,M,L,M,K,M,M
E,7219,5,"28003470",雅信億有限公司,新北市,新北市板橋區民生路２段２４０巷２８號１樓,"02-22510822",L,K,M,J,M,H,L,I,L,I
E,7219,6,"69731375",亞榮股份有限公司,桃園市,桃園市桃園區和愛街１１號１樓之１,"03-3581010#651",L,I,M,I,M,M,M,M,M,M
E,7219,7,"08584978",宇盛企業社,台北市,台北市內湖區民權東路６段１２０巷５弄３號４樓,"02-27915929",M,M,L,L,M,L,M,L,M,L
E,7219,8,"12429491",賓士不銹鋼有限公司,桃園市,桃園市蘆竹區大竹村仁愛街１８巷３８弄１號,"03-3811001",L,L,K,K,K,K,K,K,K,K
E,7219,9,"86285146",耀璽有限公司,台北巿,台北巿中坡南路１２巷５號３樓,"02-26420558",L,L,L,J,L,K,M,J,M,J
E,7219,10,"97489667",博鉉企業有限公司,臺南市,臺南市北區海安路３段９９６號１樓,"06-2513660",L,L,M,L,M,L,M,L,M,L
E,7219,11,"53461500",鉑霖科技有限公司,新北市,新北市板橋區大觀路２段１０１巷１５號,"02-82752577",L,L,L,K,L,L,L,L,L,L
E,7219,12,"53067232",建新金屬有限公司,臺中市,臺中市南屯區惠文南街２６１巷１５號９樓　　,"04-24963225",M,L,M,L,M,L,M,L,M,L
E,7219,13,"22445581",喜生實業股份有限公司,桃園市,桃園市龜山區復興二路一二二號一樓," ",M,L,L,J,L,J,L,I,L,J
E,7219,14,"43912787",建錩實業股份有限公司,桃園市,桃園市大園區田心里大觀路１７８號,"03-3841688",I,G,I,A,G,A,E,A,F,A
E,7219,15,"79990717",錩鴻國際開發股份有限公司,高雄市,高雄市燕巢區安林二街４８號　　,"07-6160850",K,L,I,K,I,J,I,L,I,L
E,7219,16,"29118078",昌帥企業有限公司,臺南市,臺南市歸仁區崙頂五街９７號２樓,"06-2394435",M,L,L,L,L,L,L,L,L,M
E,7219,17,"23244513",錩燕金屬工業股份有限公司,高雄市,高雄市燕巢區中竹路２之２０號,"07-6163577",K,M,D,L,L,L,K,J,L,L
